index,label
10023,0
10042,0
10044,0
10067,0
10083,0
10098,0
10104,0
10107,0
10109,0
10121,0
10134,1
10138,0
10143,0
10144,0
10150,0
10165,1
10167,0
10171,0
10172,0
10173,0
10179,0
10205,0
10207,0
10209,1
10240,0
10251,0
10253,0
10255,0
10265,0
10268,0
10269,1
10278,0
10291,0
10296,0
10309,0
10311,0
10312,0
10325,0
10331,0
10341,0
10348,0
10354,0
10356,1
10382,0
10392,0
10396,0
10402,0
10404,0
10414,0
10417,0
10419,0
10423,1
10425,0
10428,0
10443,0
10448,0
10467,0
10469,0
10489,0
10503,0
10505,0
10510,0
10518,0
10531,0
10536,1
10540,0
10551,0
10553,0
10558,0
10560,0
10567,0
10571,0
10572,0
10584,0
10586,0
10588,0
10600,1
10601,1
10603,0
10616,0
10627,0
10628,0
10637,0
10645,0
10647,0
10651,0
10652,0
10653,0
10654,0
10655,0
10661,0
10664,0
10678,0
10687,0
10699,0
10702,0
10703,0
10706,1
10707,0
10715,1
10716,0
10718,0
10723,0
10725,0
10730,0
10743,1
10744,0
10750,0
10761,1
10764,0
10766,1
10768,1
10770,0
10771,1
10775,1
10776,0
10789,0
10797,0
10801,0
10803,0
10812,0
10817,0
10819,0
10823,1
10837,0
10850,1
10851,0
10852,1
10854,0
10861,0
10866,1
10878,1
10885,0
10894,0
10901,1
10924,0
10941,0
10943,0
10945,0
10949,0
10959,0
10963,0
10996,0
11000,0
11004,0
11016,0
11018,0
11026,0
11028,0
11030,0
11039,0
11046,0
11049,0
11052,1
11066,0
11068,0
11072,0
11098,0
11099,0
11110,0
11114,1
11123,0
11133,0
11134,0
11136,0
11147,0
11164,1
11165,0
11166,1
11172,0
11173,0
11180,0
11182,1
11183,0
11199,0
11203,0
11208,0
11215,0
11218,1
11220,0
11222,0
11226,0
11228,0
11234,1
11243,0
11245,0
11259,0
11262,0
11263,0
11264,0
11266,0
11277,0
11278,0
11281,1
11287,0
11288,0
11296,0
11309,0
11310,0
11313,0
11332,0
11335,0
11340,0
11345,0
11356,0
11370,1
11387,0
11395,0
11399,0
11402,0
11404,0
11405,0
11407,0
11414,0
11421,0
11425,0
11429,1
11432,0
11436,0
11440,0
11442,0
11457,0
11461,0
11475,0
11478,0
11479,1
11489,0
11492,0
11502,0
11520,1
11521,0
11530,0
11531,0
11535,0
11541,0
11546,1
11548,0
11551,0
11552,0
11563,0
11565,1
11572,0
11573,1
11583,0
11584,0
11594,0
11595,0
11604,0
11615,0
11616,0
11626,0
11650,0
11651,0
11660,0
11663,0
11675,0
11676,0
11681,0
11704,0
11708,0
11710,0
11714,0
11728,0
11729,0
11731,1
11739,0
11740,0
11741,0
11748,1
11769,0
11770,1
11772,0
11779,0
11785,1
11790,1
11795,0
11811,0
11819,0
11834,0
11842,0
11852,0
11878,0
11900,0
11901,0
11919,0
11921,0
11924,1
11925,0
11934,0
11936,0
11938,0
11964,0
11973,0
11974,0
11976,0
11980,0
11984,0
12002,1
12009,1
12022,0
12035,0
12036,1
12040,1
12068,1
12071,0
12072,0
12097,0
12101,0
12111,1
12112,0
12113,1
12116,0
12117,0
12136,0
12138,0
12144,0
12145,0
12167,0
12173,0
12175,0
12181,0
12194,0
12196,0
12202,0
12205,0
12209,0
12213,0
12214,0
12233,0
12241,0
12255,0
12260,0
12266,1
12267,0
12270,0
12273,0
12274,0
12275,0
12278,0
12284,0
12291,1
12297,0
12299,0
12310,0
12323,0
12330,0
12332,0
12335,0
12345,0
12356,1
12359,0
12361,1
12375,0
12379,0
12383,0
12384,0
12388,0
12390,0
12393,0
12398,0
12408,0
12413,1
12416,0
12435,0
12458,0
12463,0
12473,1
12475,0
12483,0
12487,0
12488,0
12519,0
12522,1
12544,0
12547,1
12570,0
12574,0
12586,0
12588,0
12590,0
12595,0
12598,0
12604,0
12610,0
12634,0
12636,1
12643,0
12658,0
12662,0
12678,0
12681,0
12682,0
12687,1
12691,1
12693,0
12694,0
12696,0
12699,0
12700,0
12701,0
12704,0
12712,0
12720,0
12721,0
12725,0
12730,0
12735,0
12743,0
12744,0
12756,0
12757,0
12768,0
12769,0
12787,0
12788,0
12791,0
12806,0
12810,0
12818,0
12822,0
12833,0
12835,0
12837,0
12839,0
12851,0
12855,0
12856,1
12866,0
12873,0
12875,0
12879,0
12889,0
12892,0
12894,0
12900,0
12902,0
12908,0
12924,0
12927,0
12937,0
12949,0
12958,0
12970,0
12981,0
12987,0
12990,0
13002,0
13007,0
13008,1
13012,0
13020,0
13025,0
13026,0
13044,1
13049,0
13050,0
13055,0
13058,0
13065,0
13074,0
13079,1
13083,0
13086,0
13097,0
13104,0
13109,0
13134,0
13147,1
13166,0
13176,0
13180,0
13185,0
13188,0
13191,0
13196,0
13198,0
13208,0
13218,0
13222,0
13224,0
13240,0
13254,0
13259,0
13264,0
13279,0
13288,0
13292,0
13295,0
13301,0
13302,0
13308,0
13317,0
13320,0
13326,0
13330,1
13331,0
13338,0
13345,0
13348,0
13352,0
13354,0
13364,0
13377,0
13378,0
13379,0
13386,0
13388,0
13393,0
13396,0
13400,0
13409,1
13421,0
13423,0
13424,0
13434,0
13441,0
13445,0
13456,0
13467,0
13471,0
13477,0
13510,0
13516,0
13529,0
13536,0
13547,0
13549,0
13554,1
13563,1
13568,0
13569,0
13571,0
13575,0
13587,0
13595,0
13603,1
13606,0
13618,0
13619,0
13620,0
13622,0
13629,0
13634,0
13642,0
13644,1
13655,0
13661,0
13665,0
13667,0
13669,0
13673,0
13679,0
13686,0
13695,0
13699,0
13702,0
13720,0
13727,0
13728,0
13731,0
13737,0
13754,0
13760,0
13761,0
13762,0
13765,0
13766,0
13777,1
13795,0
13804,0
13808,1
13813,0
13814,0
13819,0
13821,0
13839,0
13845,0
13851,0
13861,0
13863,0
13867,1
13877,0
13884,0
13893,0
13907,0
13908,1
13911,0
13914,1
13918,0
13921,0
13922,0
13931,0
13940,0
13946,1
13953,0
13959,0
13971,0
13972,0
13987,0
13997,1
14003,0
14020,1
14021,0
14022,0
14035,0
14038,1
14045,0
14056,0
14071,0
14073,0
14075,0
14082,0
14084,0
14087,0
14098,0
14099,0
14100,0
14102,0
14104,0
14107,0
14109,0
14129,0
14136,1
14142,0
14160,0
14175,1
14182,1
14191,0
14205,0
14211,0
14213,0
14221,0
14224,0
14226,0
14239,0
14242,0
14243,1
14245,0
14252,0
14256,0
14257,1
14258,0
14265,1
14267,0
14272,0
14284,0
14291,0
14294,0
14303,1
14308,1
14320,0
14322,0
14328,0
14347,0
14365,0
14378,0
14382,0
14385,0
14401,0
14415,0
14416,0
14421,0
14429,0
14431,0
14445,0
14450,0
14452,0
14455,0
14458,1
14466,1
14473,0
14487,0
14491,0
14500,0
14507,0
14515,1
14517,0
14518,0
14520,0
14521,0
14522,0
14524,0
14526,0
14530,0
14531,0
14532,1
14539,0
14543,0
14553,0
14555,0
14569,0
14575,0
14586,0
14597,0
14600,0
14603,0
14621,0
14630,0
14635,0
14673,0
14677,0
14681,1
14686,0
14695,0
14703,0
14710,0
14722,0
14737,0
14740,0
14747,0
14749,0
14754,0
14766,0
14769,0
14780,0
14785,0
14794,0
14802,0
14806,0
14812,0
14826,0
14844,0
14850,0
14857,0
14862,0
14868,0
14872,0
14877,0
14880,0
14882,0
14901,0
14906,0
14914,0
14916,0
14919,0
14921,0
14933,0
14936,0
14939,0
14940,0
14948,0
14951,0
14952,0
14954,0
14959,1
14960,0
14962,0
14968,0
14969,1
14972,0
14976,0
14980,0
14981,0
15008,0
15013,0
15015,0
15024,1
15027,0
15029,0
15030,0
15044,0
15046,0
15049,0
15053,0
15057,1
15064,0
15067,1
15075,0
15077,0
15086,0
15089,0
15090,0
15097,1
15098,0
15111,0
15113,0
15118,1
15121,0
15133,0
15135,0
15137,0
15138,0
15141,0
15142,0
15144,0
15147,0
15155,0
15156,0
15159,0
15166,0
15174,0
15178,0
15182,1
15191,0
15197,0
15207,0
15215,0
15219,0
15226,0
15235,0
15243,0
15246,0
15253,0
15255,0
15265,0
15279,0
15283,0
15299,0
15306,0
15314,0
15320,0
15321,0
15322,0
15324,0
15332,0
15333,0
15352,0
15354,0
15356,0
15360,0
15363,0
15364,0
15368,0
15369,0
15371,0
15374,1
15375,0
15400,0
15404,0
15407,0
15409,0
15411,0
15424,0
15437,0
15438,0
15443,0
15452,0
15458,0
15471,0
15480,0
15485,0
15498,0
15504,1
15507,0
15509,0
15512,0
15534,0
15543,0
15551,0
15552,0
15553,0
15569,1
15574,0
15576,1
15585,0
15588,0
15589,0
15611,1
15619,0
15637,0
15638,1
15646,0
15659,0
15661,0
15662,0
15674,0
15680,0
15683,0
15690,1
15691,0
15698,0
15703,0
15712,1
15718,1
15723,0
15735,0
15738,1
15739,0
15746,0
15774,0
15777,0
15783,0
15792,0
15798,0
15804,0
15806,0
15811,0
15814,0
15815,0
15821,0
15822,0
15826,0
15830,0
15831,0
15838,0
15842,0
15848,0
15850,0
15860,0
15883,0
15885,0
15896,0
15903,0
15919,0
15922,0
15927,0
15937,0
15959,0
15970,0
15971,0
15977,0
15979,0
15986,0
16020,0
16028,0
16030,0
16031,0
16035,0
16043,0
16045,0
16054,0
16059,1
16060,0
16063,0
16064,1
16082,0
16085,1
16086,0
16094,1
16096,1
16101,0
16109,0
16110,0
16115,0
16116,0
16120,1
16129,0
16130,0
16135,0
16142,1
16143,1
16145,0
16156,0
16161,0
16177,0
16182,0
16191,0
16193,0
16203,0
16218,0
16223,0
16234,1
16250,0
16259,0
16267,0
16268,0
16269,0
16275,0
16277,0
16289,0
16290,1
16291,1
16296,1
16299,0
16302,0
16311,0
16323,0
16342,0
16343,0
16353,0
16358,0
16365,0
16372,0
16385,0
16389,0
16391,0
16396,0
16404,1
16407,0
16416,0
16425,0
16432,0
16433,0
16436,1
16458,0
16464,1
16465,0
16467,0
16486,0
16492,0
16499,1
16505,0
16506,0
16533,0
16553,1
16558,0
16560,0
16561,0
16564,0
16565,0
16568,0
16578,0
16579,0
16593,0
16604,0
16607,0
16616,0
16619,0
16622,0
16624,0
16631,0
16652,0
16663,1
16667,0
16668,0
16669,0
16682,0
16695,0
16697,0
16701,0
16714,0
16719,0
16720,0
16722,0
16723,0
16731,0
16734,0
16735,0
16739,0
16742,0
16743,0
16750,0
16752,0
16759,0
16766,0
16775,1
16778,0
16790,0
16791,0
16803,0
16814,0
16815,0
16827,0
16841,1
16846,0
16875,0
16878,0
16880,0
16881,0
16882,1
16898,0
16902,0
16909,0
16916,0
16924,0
16925,0
16932,0
16934,0
16941,0
16946,0
16954,0
16959,0
16961,0
17000,0
17005,0
17007,0
17011,1
17021,0
17028,0
17030,0
17040,0
17042,0
17067,0
17083,0
17086,0
17091,0
17094,1
17112,0
17120,0
17123,0
17133,0
17147,0
17160,0
17164,0
17168,0
17169,0
17175,0
17192,0
17194,0
17212,0
17216,0
17218,0
17226,0
17227,0
17229,0
17231,0
17255,1
17258,0
17265,1
17266,1
17282,0
17283,0
17289,0
17291,0
17299,0
17302,0
17304,0
17306,0
17316,0
17333,0
17343,0
17347,0
17363,0
17366,0
17371,0
17385,1
17389,0
17391,1
17395,0
17400,1
17401,0
17405,0
17406,0
17414,0
17419,0
17435,0
17438,0
17439,0
17442,0
17445,0
17473,0
17480,0
17483,0
17508,0
17515,0
